,diffusion_time_ns,delay_us,crescent_saturation,counts_x,counts_y,replicate
1445,2718318,240,0.01,5459,6497,5
1446,2718318,240,0.05,5141,5817,0
1447,2718318,240,0.05,5298,5966,1
1448,2718318,240,0.05,5327,5903,2
1449,2718318,240,0.05,5295,5905,3
1450,2718318,240,0.05,5215,5955,4
1451,2718318,240,0.05,5360,5836,5
1452,2718318,240,0.25,4135,4036,0
1453,2718318,240,0.25,4169,4114,1
1454,2718318,240,0.25,4296,3974,2
1455,2718318,240,0.25,4181,4181,3
1456,2718318,240,0.25,4258,4149,4
1457,2718318,240,0.25,4122,4002,5
1458,2718318,240,1.25,2413,1699,0
1459,2718318,240,1.25,2321,1702,1
1460,2718318,240,1.25,2369,1730,2
1461,2718318,240,1.25,2426,1714,3
1462,2718318,240,1.25,2350,1725,4
1463,2718318,240,1.25,2348,1649,5
1464,2718318,240,6.25,1050,548,0
1465,2718318,240,6.25,1043,561,1
1466,2718318,240,6.25,1117,630,2
1467,2718318,240,6.25,1123,597,3
1468,2718318,240,6.25,1118,593,4
1469,2718318,240,6.25,1076,605,5
1470,2718318,300,0.01,5010,6298,0
1471,2718318,300,0.01,5272,6236,1
1472,2718318,300,0.01,5120,6424,2
1473,2718318,300,0.01,5094,6328,3
1474,2718318,300,0.01,5167,6276,4
1475,2718318,300,0.01,5074,6291,5
1476,2718318,300,0.05,4902,5775,0
1477,2718318,300,0.05,4856,5796,1
1478,2718318,300,0.05,4795,5665,2
1479,2718318,300,0.05,4826,5589,3
1480,2718318,300,0.05,4948,5682,4
1481,2718318,300,0.05,4932,5706,5
1482,2718318,300,0.25,3874,3959,0
1483,2718318,300,0.25,3888,4111,1
1484,2718318,300,0.25,3852,4030,2
1485,2718318,300,0.25,3957,4012,3
1486,2718318,300,0.25,3890,4006,4
1487,2718318,300,0.25,3976,4032,5
1488,2718318,300,1.25,2297,1781,0
1489,2718318,300,1.25,2321,1714,1
1490,2718318,300,1.25,2301,1761,2
1491,2718318,300,1.25,2258,1756,3
1492,2718318,300,1.25,2165,1716,4
1493,2718318,300,1.25,2315,1799,5
1494,2718318,300,6.25,1086,669,0
1495,2718318,300,6.25,1070,690,1
1496,2718318,300,6.25,1087,683,2
1497,2718318,300,6.25,1044,677,3
1498,2718318,300,6.25,1085,660,4
1499,2718318,300,6.25,1051,637,5
1500,2718318,360,0.01,4808,5907,0
1501,2718318,360,0.01,4819,5936,1
1502,2718318,360,0.01,4773,6109,2
1503,2718318,360,0.01,4816,6025,3
1504,2718318,360,0.01,4723,6118,4
1505,2718318,360,0.01,4727,6025,5
1506,2718318,360,0.05,4636,5550,0
1507,2718318,360,0.05,4630,5587,1
1508,2718318,360,0.05,4500,5651,2
1509,2718318,360,0.05,4538,5564,3
1510,2718318,360,0.05,4574,5531,4
1511,2718318,360,0.05,4562,5478,5
1512,2718318,360,0.25,3574,4020,0
1513,2718318,360,0.25,3649,3963,1
1514,2718318,360,0.25,3631,3955,2
1515,2718318,360,0.25,3692,4096,3
1516,2718318,360,0.25,3622,4041,4
1517,2718318,360,0.25,3606,4030,5
1518,2718318,360,1.25,2169,1800,0
1519,2718318,360,1.25,2132,1778,1
1520,2718318,360,1.25,2202,1830,2
1521,2718318,360,1.25,2086,1810,3
1522,2718318,360,1.25,2195,1814,4
1523,2718318,360,1.25,2208,1851,5
1524,2718318,360,6.25,1071,675,0
1525,2718318,360,6.25,997,720,1
1526,2718318,360,6.25,1053,739,2
1527,2718318,360,6.25,1035,683,3
1528,2718318,360,6.25,1077,715,4
1529,2718318,360,6.25,1062,704,5
1530,2718318,420,0.01,4567,5892,0
1531,2718318,420,0.01,4473,5820,1
1532,2718318,420,0.01,4381,5859,2
1533,2718318,420,0.01,4488,5853,3
1534,2718318,420,0.01,4539,5754,4
1535,2718318,420,0.01,4454,5769,5
1536,2718318,420,0.05,4296,5467,0
1537,2718318,420,0.05,4213,5463,1
1538,2718318,420,0.05,4322,5516,2
1539,2718318,420,0.05,4146,5356,3
1540,2718318,420,0.05,4172,5312,4
1541,2718318,420,0.05,4195,5326,5
1542,2718318,420,0.25,3438,3942,0
1543,2718318,420,0.25,3473,3916,1
1544,2718318,420,0.25,3373,3869,2
1545,2718318,420,0.25,3467,3961,3
1546,2718318,420,0.25,3484,3841,4
1547,2718318,420,0.25,3428,3968,5
1548,2718318,420,1.25,2084,1917,0
1549,2718318,420,1.25,2011,1775,1
1550,2718318,420,1.25,2080,1902,2
1551,2718318,420,1.25,2011,1760,3
1552,2718318,420,1.25,2023,1799,4
1553,2718318,420,1.25,2010,1791,5
1554,2718318,420,6.25,985,743,0
1555,2718318,420,6.25,1003,727,1
1556,2718318,420,6.25,1022,768,2
1557,2718318,420,6.25,1059,777,3
1558,2718318,420,6.25,1082,736,4
1559,2718318,420,6.25,1021,738,5
1560,2718318,480,0.01,4105,5626,0
1561,2718318,480,0.01,4125,5607,1
1562,2718318,480,0.01,4065,5511,2
1563,2718318,480,0.01,4209,5602,3
1564,2718318,480,0.01,4085,5665,4
1565,2718318,480,0.01,4126,5617,5
1566,2718318,480,0.05,4012,5341,0
1567,2718318,480,0.05,3936,5222,1
1568,2718318,480,0.05,3875,5100,2
1569,2718318,480,0.05,3905,5177,3
1570,2718318,480,0.05,4023,5285,4
1571,2718318,480,0.05,3862,5206,5
1572,2718318,480,0.25,3126,3820,0
1573,2718318,480,0.25,3174,3694,1
1574,2718318,480,0.25,3265,3896,2
1575,2718318,480,0.25,3244,3828,3
1576,2718318,480,0.25,3178,3840,4
1577,2718318,480,0.25,3206,3820,5
1578,2718318,480,1.25,1909,1800,0
1579,2718318,480,1.25,2007,1839,1
1580,2718318,480,1.25,1928,1930,2
1581,2718318,480,1.25,1921,1830,3
1582,2718318,480,1.25,1893,1837,4
1583,2718318,480,1.25,1931,1910,5
1584,2718318,480,6.25,974,782,0
1585,2718318,480,6.25,946,783,1
1586,2718318,480,6.25,919,842,2
1587,2718318,480,6.25,971,755,3
1588,2718318,480,6.25,992,799,4
1589,2718318,480,6.25,908,771,5
1590,2718318,540,0.01,3760,5418,0
1591,2718318,540,0.01,3783,5412,1
1592,2718318,540,0.01,3850,5332,2
1593,2718318,540,0.01,3856,5367,3
1594,2718318,540,0.01,3697,5397,4
1595,2718318,540,0.01,3815,5296,5
1596,2718318,540,0.05,3579,5013,0
1597,2718318,540,0.05,3580,5126,1
1598,2718318,540,0.05,3570,4892,2
1599,2718318,540,0.05,3564,5029,3
1600,2718318,540,0.05,3738,4983,4
1601,2718318,540,0.05,3655,4999,5
1602,2718318,540,0.25,3108,3722,0
1603,2718318,540,0.25,2979,3683,1
1604,2718318,540,0.25,2967,3680,2
1605,2718318,540,0.25,2924,3625,3
1606,2718318,540,0.25,3040,3696,4
1607,2718318,540,0.25,2960,3653,5
1608,2718318,540,1.25,1701,1810,0
1609,2718318,540,1.25,1761,1858,1
1610,2718318,540,1.25,1909,1816,2
1611,2718318,540,1.25,1845,1877,3
1612,2718318,540,1.25,1778,1899,4
1613,2718318,540,1.25,1902,1873,5
1614,2718318,540,6.25,937,813,0
1615,2718318,540,6.25,888,851,1
1616,2718318,540,6.25,935,792,2
1617,2718318,540,6.25,879,879,3
1618,2718318,540,6.25,956,780,4
1619,2718318,540,6.25,941,762,5
1620,2718318,600,0.01,3746,5250,0
1621,2718318,600,0.01,3589,5268,1
1622,2718318,600,0.01,3574,5109,2
1623,2718318,600,0.01,3424,5217,3
1624,2718318,600,0.01,3575,5287,4
1625,2718318,600,0.01,3516,5238,5
1626,2718318,600,0.05,3353,4907,0
1627,2718318,600,0.05,3409,4736,1
1628,2718318,600,0.05,3307,4886,2
1629,2718318,600,0.05,3246,4799,3
1630,2718318,600,0.05,3445,4890,4
1631,2718318,600,0.05,3427,4830,5
1632,2718318,600,0.25,2711,3571,0
1633,2718318,600,0.25,2761,3532,1
1634,2718318,600,0.25,2780,3498,2
1635,2718318,600,0.25,2902,3594,3
1636,2718318,600,0.25,2766,3580,4
1637,2718318,600,0.25,2795,3527,5
1638,2718318,600,1.25,1680,1772,0
1639,2718318,600,1.25,1691,1844,1
1640,2718318,600,1.25,1808,1779,2
1641,2718318,600,1.25,1800,1773,3
1642,2718318,600,1.25,1734,1892,4
1643,2718318,600,1.25,1772,1744,5
1644,2718318,600,6.25,864,849,0
1645,2718318,600,6.25,877,806,1
1646,2718318,600,6.25,842,793,2
1647,2718318,600,6.25,809,803,3
1648,2718318,600,6.25,847,817,4
1649,2718318,600,6.25,857,812,5
1650,2718318,660,0.01,3302,4976,0
1651,2718318,660,0.01,3341,5016,1
1652,2718318,660,0.01,3405,4905,2
1653,2718318,660,0.01,3336,4859,3
1654,2718318,660,0.01,3339,5071,4
1655,2718318,660,0.01,3289,5040,5
1656,2718318,660,0.05,3127,4626,0
1657,2718318,660,0.05,3215,4808,1
1658,2718318,660,0.05,3194,4513,2
1659,2718318,660,0.05,3129,4555,3
1660,2718318,660,0.05,3240,4654,4
1661,2718318,660,0.05,3234,4727,5
1662,2718318,660,0.25,2631,3517,0
1663,2718318,660,0.25,2632,3535,1
1664,2718318,660,0.25,2544,3553,2
1665,2718318,660,0.25,2679,3366,3
1666,2718318,660,0.25,2676,3513,4
1667,2718318,660,0.25,2584,3486,5
1668,2718318,660,1.25,1585,1882,0
1669,2718318,660,1.25,1650,1852,1
1670,2718318,660,1.25,1634,1819,2
1671,2718318,660,1.25,1665,1798,3
1672,2718318,660,1.25,1551,1836,4
1673,2718318,660,1.25,1568,1759,5
1674,2718318,660,6.25,809,838,0
1675,2718318,660,6.25,803,816,1
1676,2718318,660,6.25,884,840,2
1677,2718318,660,6.25,847,817,3
1678,2718318,660,6.25,868,837,4
1679,2718318,660,6.25,847,825,5
1680,2718318,720,0.01,3097,4766,0
1681,2718318,720,0.01,3076,4803,1
1682,2718318,720,0.01,3085,4864,2
1683,2718318,720,0.01,3054,4720,3
1684,2718318,720,0.01,3100,4760,4
1685,2718318,720,0.01,3090,4922,5
1686,2718318,720,0.05,3057,4481,0
1687,2718318,720,0.05,2893,4471,1
1688,2718318,720,0.05,2948,4433,2
1689,2718318,720,0.05,2972,4491,3
1690,2718318,720,0.05,2926,4476,4
1691,2718318,720,0.05,2930,4390,5
1692,2718318,720,0.25,2437,3317,0
1693,2718318,720,0.25,2435,3428,1
1694,2718318,720,0.25,2513,3381,2
1695,2718318,720,0.25,2387,3399,3
1696,2718318,720,0.25,2379,3366,4
1697,2718318,720,0.25,2383,3584,5
1698,2718318,720,1.25,1517,1824,0
1699,2718318,720,1.25,1527,1790,1
1700,2718318,720,1.25,1475,1850,2
1701,2718318,720,1.25,1505,1806,3
1702,2718318,720,1.25,1549,1821,4
1703,2718318,720,1.25,1487,1784,5
1704,2718318,720,6.25,794,815,0
1705,2718318,720,6.25,784,824,1
1706,2718318,720,6.25,753,790,2
1707,2718318,720,6.25,802,839,3
1708,2718318,720,6.25,797,770,4
1709,2718318,720,6.25,761,796,5
1710,2718318,780,0.01,2905,4463,0
1711,2718318,780,0.01,2821,4481,1
1712,2718318,780,0.01,2907,4542,2
1713,2718318,780,0.01,2947,4476,3
1714,2718318,780,0.01,2896,4463,4
1715,2718318,780,0.01,2943,4527,5
1716,2718318,780,0.05,2841,4224,0
1717,2718318,780,0.05,2737,4262,1
1718,2718318,780,0.05,2798,4375,2
1719,2718318,780,0.05,2738,4447,3
1720,2718318,780,0.05,2708,4296,4
1721,2718318,780,0.05,2825,4253,5
1722,2718318,780,0.25,2282,3197,0
1723,2718318,780,0.25,2256,3178,1
1724,2718318,780,0.25,2294,3270,2
1725,2718318,780,0.25,2266,3270,3
1726,2718318,780,0.25,2238,3287,4
1727,2718318,780,0.25,2138,3245,5
1728,2718318,780,1.25,1394,1682,0
1729,2718318,780,1.25,1430,1685,1
1730,2718318,780,1.25,1398,1700,2
1731,2718318,780,1.25,1468,1781,3
1732,2718318,780,1.25,1408,1681,4
1733,2718318,780,1.25,1440,1743,5
1734,2718318,780,6.25,707,794,0
1735,2718318,780,6.25,777,761,1
1736,2718318,780,6.25,723,779,2
1737,2718318,780,6.25,774,859,3
1738,2718318,780,6.25,697,793,4
1739,2718318,780,6.25,682,856,5
1740,2718318,840,0.01,2733,4436,0
1741,2718318,840,0.01,2751,4214,1
1742,2718318,840,0.01,2648,4376,2
1743,2718318,840,0.01,2768,4299,3
1744,2718318,840,0.01,2789,4364,4
1745,2718318,840,0.01,2719,4389,5
1746,2718318,840,0.05,2604,4164,0
1747,2718318,840,0.05,2544,4043,1
1748,2718318,840,0.05,2578,4137,2
1749,2718318,840,0.05,2581,4055,3
1750,2718318,840,0.05,2599,4037,4
1751,2718318,840,0.05,2597,4023,5
1752,2718318,840,0.25,2089,3147,0
1753,2718318,840,0.25,2108,3186,1
1754,2718318,840,0.25,2106,3207,2
1755,2718318,840,0.25,2152,3163,3
1756,2718318,840,0.25,2130,3111,4
1757,2718318,840,0.25,2069,3243,5
1758,2718318,840,1.25,1337,1679,0
1759,2718318,840,1.25,1363,1724,1
1760,2718318,840,1.25,1349,1727,2
1761,2718318,840,1.25,1310,1750,3
1762,2718318,840,1.25,1339,1747,4
1763,2718318,840,1.25,1263,1666,5
1764,2718318,840,6.25,668,777,0
1765,2718318,840,6.25,682,771,1
1766,2718318,840,6.25,644,834,2
1767,2718318,840,6.25,688,765,3
1768,2718318,840,6.25,707,832,4
1769,2718318,840,6.25,665,812,5
1770,2718318,900,0.01,2477,4205,0
1771,2718318,900,0.01,2577,4091,1
1772,2718318,900,0.01,2474,4117,2
1773,2718318,900,0.01,2506,4286,3
1774,2718318,900,0.01,2473,4160,4
1775,2718318,900,0.01,2535,4192,5
1776,2718318,900,0.05,2369,3774,0
1777,2718318,900,0.05,2414,3947,1
1778,2718318,900,0.05,2410,3911,2
1779,2718318,900,0.05,2336,3979,3
1780,2718318,900,0.05,2356,3948,4
1781,2718318,900,0.05,2447,3886,5
1782,2718318,900,0.25,2032,3067,0
1783,2718318,900,0.25,1987,3046,1
1784,2718318,900,0.25,1951,2990,2
1785,2718318,900,0.25,1968,3019,3
1786,2718318,900,0.25,1952,3086,4
1787,2718318,900,0.25,1939,3006,5
1788,2718318,900,1.25,1307,1677,0
1789,2718318,900,1.25,1195,1716,1
1790,2718318,900,1.25,1206,1632,2
1791,2718318,900,1.25,1303,1629,3
1792,2718318,900,1.25,1294,1757,4
1793,2718318,900,1.25,1251,1588,5
1794,2718318,900,6.25,620,794,0
1795,2718318,900,6.25,679,785,1
1796,2718318,900,6.25,635,782,2
1797,2718318,900,6.25,637,794,3
1798,2718318,900,6.25,648,754,4
1799,2718318,900,6.25,640,836,5
